"country","code","yr","paid_leave_max_duration_d1","paid_leave_max_duration_d2","paid_leave_max_duration_d3","paid_leave_highest_rep_rate"
"Lithuania","LTU",1993,148.535714285714,148.535714285714,0,-98
"Lithuania","LTU",1994,148.535714285714,148.535714285714,0,-98
"Lithuania","LTU",1995,44.1785714285714,0,44.1785714285714,0.6
"Lithuania","LTU",1996,44.1785714285714,0,44.1785714285714,0.6
"Lithuania","LTU",1997,44.1785714285714,0,44.1785714285714,0.6
"Lithuania","LTU",1998,44.1785714285714,0,44.1785714285714,0.6
"Lithuania","LTU",1999,44.1785714285714,0,44.1785714285714,0.6
"Lithuania","LTU",2000,44.1785714285714,0,44.1785714285714,0.6
"Lithuania","LTU",2001,44.1785714285714,0,44.1785714285714,0.6
"Lithuania","LTU",2002,44.1785714285714,0,44.1785714285714,0.6
"Lithuania","LTU",2003,44.1785714285714,0,44.1785714285714,0.6
"Lithuania","LTU",2004,44.1785714285714,0,44.1785714285714,0.6
"Lithuania","LTU",2005,44.1785714285714,0,44.1785714285714,0.7
"Lithuania","LTU",2006,44.1785714285714,0,44.1785714285714,0.7
"Lithuania","LTU",2007,44.1785714285714,0,44.1785714285714,0.91
"Lithuania","LTU",2008,96.3571428571429,0,96.3571428571429,1
"Lithuania","LTU",2009,96.3571428571429,0,96.3571428571429,0.92
"Lithuania","LTU",2010,96.3571428571429,0,96.3571428571429,0.82
"Lithuania","LTU",2011,96.3571428571429,0,44.1785714285714,1
"Lithuania","LTU",2012,96.3571428571429,0,44.1785714285714,1
"Lithuania","LTU",2013,96.3571428571429,0,44.1785714285714,1
"Lithuania","LTU",2014,96.3571428571429,0,44.1785714285714,1
"Lithuania","LTU",2015,96.3571428571429,0,44.1785714285714,1
"Lithuania","LTU",2016,96.3571428571429,0,44.1785714285714,1
"Lithuania","LTU",2017,96.3571428571429,0,44.1785714285714,1
"Lithuania","LTU",2018,96.3571428571429,0,44.1785714285714,1
"Lithuania","LTU",2019,96.3571428571429,0,44.1785714285714,0.78
"Lithuania","LTU",2020,96.3571428571429,0,44.1785714285714,0.78
"Lithuania","LTU",2021,96.3571428571429,0,44.1785714285714,0.78
"Lithuania","LTU",2022,96.3571428571429,0,44.1785714285714,0.78
"Lithuania","LTU",2023,87.6607142857143,0,61.5714285714286,0.63
"Lithuania","LTU",2024,87.6607142857143,0,61.5714285714286,0.63
"Netherlands","NLD",1970,0,0,0,-98
"Netherlands","NLD",1971,0,0,0,-98
"Netherlands","NLD",1972,0,0,0,-98
"Netherlands","NLD",1973,0,0,0,-98
"Netherlands","NLD",1974,0,0,0,-98
"Netherlands","NLD",1975,0,0,0,-98
"Netherlands","NLD",1976,0,0,0,-98
"Netherlands","NLD",1977,0,0,0,-98
"Netherlands","NLD",1978,0,0,0,-98
"Netherlands","NLD",1979,0,0,0,-98
"Netherlands","NLD",1980,0,0,0,-98
"Netherlands","NLD",1981,0,0,0,-98
"Netherlands","NLD",1982,0,0,0,-98
"Netherlands","NLD",1983,0,0,0,-98
"Netherlands","NLD",1984,0,0,0,-98
"Netherlands","NLD",1985,0,0,0,-98
"Netherlands","NLD",1986,0,0,0,-98
"Netherlands","NLD",1987,0,0,0,-98
"Netherlands","NLD",1988,0,0,0,-98
"Netherlands","NLD",1989,0,0,0,-98
"Netherlands","NLD",1990,0,0,0,-98
"Netherlands","NLD",1991,0,0,0,-98
"Netherlands","NLD",1992,0,0,0,-98
"Netherlands","NLD",1993,0,0,0,-98
"Netherlands","NLD",1994,0,0,0,-98
"Netherlands","NLD",1995,0,0,0,-98
"Netherlands","NLD",1996,0,0,0,-98
"Netherlands","NLD",1997,0,0,0,-98
"Netherlands","NLD",1998,0,0,0,-98
"Netherlands","NLD",1999,0,0,0,-98
"Netherlands","NLD",2000,0,0,0,-98
"Netherlands","NLD",2001,0,0,0,-98
"Netherlands","NLD",2002,0,0,0,-98
"Netherlands","NLD",2003,0,0,0,-98
"Netherlands","NLD",2004,0,0,0,-98
"Netherlands","NLD",2005,0,0,0,-98
"Netherlands","NLD",2006,0,0,0,-98
"Netherlands","NLD",2007,0,0,0,-98
"Netherlands","NLD",2008,0,0,0,-98
"Netherlands","NLD",2009,0,0,0,-98
"Netherlands","NLD",2010,0,0,0,-98
"Netherlands","NLD",2011,0,0,0,-98
"Netherlands","NLD",2012,0,0,0,-98
"Netherlands","NLD",2013,0,0,0,-98
"Netherlands","NLD",2014,0,0,0,-98
"Netherlands","NLD",2015,0,0,0,-98
"Netherlands","NLD",2016,0,0,0,-98
"Netherlands","NLD",2017,0,0,0,-98
"Netherlands","NLD",2018,0,0,0,-98
"Netherlands","NLD",2019,0,0,0,-98
"Netherlands","NLD",2020,0,0,0,-98
"Netherlands","NLD",2021,0,0,0,-98
"Netherlands","NLD",2022,9,0,9,0.7
"Netherlands","NLD",2023,9,0,9,0.7
"Netherlands","NLD",2024,9,0,9,0.7
"Norway","NOR",1970,0,0,0,-98
"Norway","NOR",1971,0,0,0,-98
"Norway","NOR",1972,0,0,0,-98
"Norway","NOR",1973,0,0,0,-98
"Norway","NOR",1974,0,0,0,-98
"Norway","NOR",1975,0,0,0,-98
"Norway","NOR",1976,0,0,0,-98
"Norway","NOR",1977,12,0,12,NA
"Norway","NOR",1978,12,0,12,1
"Norway","NOR",1979,12,0,12,1
"Norway","NOR",1980,12,0,12,1
"Norway","NOR",1981,12,0,12,1
"Norway","NOR",1982,12,0,12,1
"Norway","NOR",1983,12,0,12,1
"Norway","NOR",1984,12,0,12,1
"Norway","NOR",1985,12,0,12,1
"Norway","NOR",1986,12,0,12,1
"Norway","NOR",1987,14,0,14,1
"Norway","NOR",1988,16,0,16,1
"Norway","NOR",1989,24,0,18,1
"Norway","NOR",1990,29,0,22,1
"Norway","NOR",1991,32,0,24,1
"Norway","NOR",1992,36.4,0,27,1
"Norway","NOR",1993,39,0,29,1
"Norway","NOR",1994,39,0,29,1
"Norway","NOR",1995,39,0,29,1
"Norway","NOR",1996,39,0,29,1
"Norway","NOR",1997,39,0,29,1
"Norway","NOR",1998,39,0,29,1
"Norway","NOR",1999,39,0,29,1
"Norway","NOR",2000,39,0,29,1
"Norway","NOR",2001,39,0,29,1
"Norway","NOR",2002,39,0,29,1
"Norway","NOR",2003,39,0,29,1
"Norway","NOR",2004,39,0,29,1
"Norway","NOR",2005,39,0,29,1
"Norway","NOR",2006,39,0,29,1
"Norway","NOR",2007,39,0,29,1
"Norway","NOR",2008,39,0,29,1
"Norway","NOR",2009,37,0,27,1
"Norway","NOR",2010,37,0,27,1
"Norway","NOR",2011,36,0,26,1
"Norway","NOR",2012,36,0,26,1
"Norway","NOR",2013,28,0,18,1
"Norway","NOR",2014,36,0,26,1
"Norway","NOR",2015,36,0,26,1
"Norway","NOR",2016,36,0,26,1
"Norway","NOR",2017,36,0,26,1
"Norway","NOR",2018,28,0,18,1
"Norway","NOR",2019,18,0,16,1
"Norway","NOR",2020,18,0,16,1
"Norway","NOR",2021,18,0,16,1
"Norway","NOR",2022,18,0,16,1
"Norway","NOR",2023,18,0,16,1
"Norway","NOR",2024,20,0,16,1
"Poland","POL",1970,0,0,0,-98
"Poland","POL",1971,0,0,0,-98
"Poland","POL",1972,0,0,0,-98
"Poland","POL",1973,0,0,0,-98
"Poland","POL",1974,0,0,0,-98
"Poland","POL",1975,0,0,0,-98
"Poland","POL",1976,0,0,0,-98
"Poland","POL",1977,0,0,0,-98
"Poland","POL",1978,0,0,0,-98
"Poland","POL",1979,0,0,0,-98
"Poland","POL",1980,0,0,0,-98
"Poland","POL",1981,0,0,0,-98
"Poland","POL",1982,0,0,0,-98
"Poland","POL",1983,0,0,0,-98
"Poland","POL",1984,0,0,0,-98
"Poland","POL",1985,0,0,0,-98
"Poland","POL",1986,0,0,0,-98
"Poland","POL",1987,0,0,0,-98
"Poland","POL",1988,0,0,0,-98
"Poland","POL",1989,0,0,0,-98
"Poland","POL",1990,0,0,0,-98
"Poland","POL",1991,0,0,0,-98
"Poland","POL",1992,0,0,0,-98
"Poland","POL",1993,0,0,0,-98
"Poland","POL",1994,0,0,0,-98
"Poland","POL",1995,0,0,0,-98
"Poland","POL",1996,0,0,0,-98
"Poland","POL",1997,0,0,0,-98
"Poland","POL",1998,0,0,0,-98
"Poland","POL",1999,0,0,0,-98
"Poland","POL",2000,0,0,0,-98
"Poland","POL",2001,0,0,0,-98
"Poland","POL",2002,0,0,0,-98
"Poland","POL",2003,0,0,0,-98
"Poland","POL",2004,0,0,0,-98
"Poland","POL",2005,0,0,0,-98
"Poland","POL",2006,0,0,0,-98
"Poland","POL",2007,0,0,0,-98
"Poland","POL",2008,0,0,0,-98
"Poland","POL",2009,0,0,0,-98
"Poland","POL",2010,0,0,0,-98
"Poland","POL",2011,0,0,0,-98
"Poland","POL",2012,0,0,0,-98
"Poland","POL",2013,26,0,26,0.6
"Poland","POL",2014,26,0,26,0.6
"Poland","POL",2015,26,0,26,0.6
"Poland","POL",2016,32,0,32,0.6
"Poland","POL",2017,32,0,32,0.6
"Poland","POL",2018,32,0,32,0.6
"Poland","POL",2019,32,0,32,0.6
"Poland","POL",2020,32,0,32,0.6
"Poland","POL",2021,32,0,32,0.6
"Poland","POL",2022,32,0,32,0.6
"Poland","POL",2023,32,0,32,0.7
"Poland","POL",2024,32,0,32,0.7
"Sweden","SWE",1970,25.7142857142857,0,25.7142857142857,0.8
"Sweden","SWE",1971,25.7142857142857,0,25.7142857142857,0.8
"Sweden","SWE",1972,25.7142857142857,0,25.7142857142857,0.8
"Sweden","SWE",1973,25.7142857142857,0,25.7142857142857,0.8
"Sweden","SWE",1974,25.7142857142857,0,25.7142857142857,0.9
"Sweden","SWE",1975,30,0,30,0.9
"Sweden","SWE",1976,30,0,30,0.9
"Sweden","SWE",1977,30,0,30,0.9
"Sweden","SWE",1978,38.5714285714286,4.28571428571429,34.2857142857143,0.9
"Sweden","SWE",1979,38.5714285714286,4.28571428571429,34.2857142857143,0.9
"Sweden","SWE",1980,51.4285714285714,12.8571428571429,38.5714285714286,0.9
"Sweden","SWE",1981,51.4285714285714,12.8571428571429,38.5714285714286,0.9
"Sweden","SWE",1982,51.4285714285714,12.8571428571429,38.5714285714286,0.9
"Sweden","SWE",1983,51.4285714285714,12.8571428571429,38.5714285714286,0.9
"Sweden","SWE",1984,51.4285714285714,12.8571428571429,38.5714285714286,0.9
"Sweden","SWE",1985,51.4285714285714,12.8571428571429,38.5714285714286,0.9
"Sweden","SWE",1986,51.4285714285714,12.8571428571429,38.5714285714286,0.9
"Sweden","SWE",1987,51.4285714285714,12.8571428571429,38.5714285714286,0.9
"Sweden","SWE",1988,51.4285714285714,12.8571428571429,38.5714285714286,0.9
"Sweden","SWE",1989,64.2857142857143,12.8571428571429,51.4285714285714,0.9
"Sweden","SWE",1990,64.2857142857143,12.8571428571429,51.4285714285714,0.9
"Sweden","SWE",1991,64.2857142857143,12.8571428571429,51.4285714285714,0.9
"Sweden","SWE",1992,64.2857142857143,12.8571428571429,51.4285714285714,0.9
"Sweden","SWE",1993,64.2857142857143,12.8571428571429,51.4285714285714,0.9
"Sweden","SWE",1994,51.4285714285714,0,51.4285714285714,0.9
"Sweden","SWE",1995,60,12.8571428571429,47.1428571428571,0.81
"Sweden","SWE",1996,60,12.8571428571429,47.1428571428571,0.76
"Sweden","SWE",1997,60,12.8571428571429,47.1428571428571,0.75
"Sweden","SWE",1998,60,12.8571428571429,47.1428571428571,0.8
"Sweden","SWE",1999,60,12.8571428571429,47.1428571428571,0.8
"Sweden","SWE",2000,60,12.8571428571429,47.1428571428571,0.8
"Sweden","SWE",2001,60,12.8571428571429,47.1428571428571,0.8
"Sweden","SWE",2002,60,12.8571428571429,47.1428571428571,0.8
"Sweden","SWE",2003,60,12.8571428571429,47.1428571428571,0.8
"Sweden","SWE",2004,60,12.8571428571429,47.1428571428571,0.8
"Sweden","SWE",2005,60,12.8571428571429,47.1428571428571,0.8
"Sweden","SWE",2006,60,12.8571428571429,47.1428571428571,0.78
"Sweden","SWE",2007,60,12.8571428571429,47.1428571428571,0.78
"Sweden","SWE",2008,60,12.8571428571429,47.1428571428571,0.78
"Sweden","SWE",2009,60,12.8571428571429,47.1428571428571,0.78
"Sweden","SWE",2010,60,12.8571428571429,47.1428571428571,0.78
"Sweden","SWE",2011,60,12.8571428571429,47.1428571428571,0.78
"Sweden","SWE",2012,60,12.8571428571429,47.1428571428571,0.78
"Sweden","SWE",2013,60,12.8571428571429,47.1428571428571,0.78
"Sweden","SWE",2014,60,12.8571428571429,47.1428571428571,0.78
"Sweden","SWE",2015,60,12.8571428571429,47.1428571428571,0.78
"Sweden","SWE",2016,55.7142857142857,12.8571428571429,42.8571428571429,0.78
"Sweden","SWE",2017,55.7142857142857,12.8571428571429,42.8571428571429,0.78
"Sweden","SWE",2018,55.7142857142857,12.8571428571429,42.8571428571429,0.78
"Sweden","SWE",2019,55.7142857142857,12.8571428571429,42.8571428571429,0.78
"Sweden","SWE",2020,55.7142857142857,12.8571428571429,42.8571428571429,0.78
"Sweden","SWE",2021,55.7142857142857,12.8571428571429,42.8571428571429,0.78
"Sweden","SWE",2022,55.7142857142857,12.8571428571429,42.8571428571429,0.78
"Sweden","SWE",2023,55.7142857142857,12.8571428571429,42.8571428571429,0.78
"Sweden","SWE",2024,55.7142857142857,12.8571428571429,42.8571428571429,0.78
"Slovenia","SVN",1970,0,0,0,-98
"Slovenia","SVN",1971,0,0,0,-98
"Slovenia","SVN",1972,0,0,0,-98
"Slovenia","SVN",1973,0,0,0,-98
"Slovenia","SVN",1974,0,0,0,-98
"Slovenia","SVN",1975,20.1428571428571,0,20.1428571428571,1
"Slovenia","SVN",1976,20.1428571428571,0,20.1428571428571,1
"Slovenia","SVN",1977,20.1428571428571,0,20.1428571428571,1
"Slovenia","SVN",1978,20.1428571428571,0,20.1428571428571,1
"Slovenia","SVN",1979,20.1428571428571,0,20.1428571428571,1
"Slovenia","SVN",1980,20.1428571428571,0,20.1428571428571,1
"Slovenia","SVN",1981,20.1428571428571,0,20.1428571428571,1
"Slovenia","SVN",1982,20.1428571428571,0,20.1428571428571,1
"Slovenia","SVN",1983,20.1428571428571,0,20.1428571428571,1
"Slovenia","SVN",1984,20.1428571428571,0,20.1428571428571,1
"Slovenia","SVN",1985,20.1428571428571,0,20.1428571428571,1
"Slovenia","SVN",1986,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",1987,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",1988,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",1989,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",1990,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",1991,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",1992,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",1993,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",1994,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",1995,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",1996,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",1997,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",1998,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",1999,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2000,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2001,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2002,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2003,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2004,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2005,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2006,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2007,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2008,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2009,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2010,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2011,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2012,37.1428571428571,0,37.1428571428571,0.9
"Slovenia","SVN",2013,37.1428571428571,0,37.1428571428571,0.9
"Slovenia","SVN",2014,37.1428571428571,0,37.1428571428571,0.9
"Slovenia","SVN",2015,37.1428571428571,0,37.1428571428571,0.9
"Slovenia","SVN",2016,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2017,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2018,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2019,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2020,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2021,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2022,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2023,37.1428571428571,0,37.1428571428571,1
"Slovenia","SVN",2024,37.1428571428571,0,37.1428571428571,1
"Slovakia","SVK",1970,0,0,0,-98
"Slovakia","SVK",1971,82.3571428571429,82.3571428571429,0,-98
"Slovakia","SVK",1972,82.3571428571429,82.3571428571429,0,-98
"Slovakia","SVK",1973,82.3571428571429,82.3571428571429,0,-98
"Slovakia","SVK",1974,82.3571428571429,82.3571428571429,0,-98
"Slovakia","SVK",1975,82.3571428571429,82.3571428571429,0,-98
"Slovakia","SVK",1976,82.3571428571429,82.3571428571429,0,-98
"Slovakia","SVK",1977,82.3571428571429,82.3571428571429,0,-98
"Slovakia","SVK",1978,82.3571428571429,82.3571428571429,0,-98
"Slovakia","SVK",1979,82.3571428571429,82.3571428571429,0,-98
"Slovakia","SVK",1980,82.3571428571429,82.3571428571429,0,-98
"Slovakia","SVK",1981,82.3571428571429,82.3571428571429,0,-98
"Slovakia","SVK",1982,82.3571428571429,82.3571428571429,0,-98
"Slovakia","SVK",1983,82.3571428571429,82.3571428571429,0,-98
"Slovakia","SVK",1984,82.3571428571429,82.3571428571429,0,-98
"Slovakia","SVK",1985,30.1785714285714,30.1785714285714,0,-98
"Slovakia","SVK",1986,30.1785714285714,30.1785714285714,0,-98
"Slovakia","SVK",1987,30.1785714285714,30.1785714285714,0,-98
"Slovakia","SVK",1988,30.1785714285714,30.1785714285714,0,-98
"Slovakia","SVK",1989,30.1785714285714,30.1785714285714,0,-98
"Slovakia","SVK",1990,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",1991,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",1992,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",1993,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",1994,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",1995,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",1996,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",1997,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",1998,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",1999,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",2000,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",2001,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",2002,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",2003,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",2004,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",2005,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",2006,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",2007,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",2008,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",2009,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",2010,134.535714285714,134.535714285714,0,-98
"Slovakia","SVK",2011,0,0,0,-98
"Slovakia","SVK",2012,0,0,0,-98
"Slovakia","SVK",2013,0,0,0,-98
"Slovakia","SVK",2014,0,0,0,-98
"Slovakia","SVK",2015,0,0,0,-98
"Slovakia","SVK",2016,0,0,0,-98
"Slovakia","SVK",2017,0,0,0,-98
"Slovakia","SVK",2018,0,0,0,-98
"Slovakia","SVK",2019,0,0,0,-98
"Slovakia","SVK",2020,0,0,0,-98
"Slovakia","SVK",2021,0,0,0,-98
"Slovakia","SVK",2022,0,0,0,-98
"Slovakia","SVK",2023,0,0,0,-98
"Slovakia","SVK",2024,0,0,0,-98
"United Kingdom",NA,1970,0,0,0,-98
"United Kingdom",NA,1971,0,0,0,-98
"United Kingdom",NA,1972,0,0,0,-98
"United Kingdom",NA,1973,0,0,0,-98
"United Kingdom",NA,1974,0,0,0,-98
"United Kingdom",NA,1975,0,0,0,-98
"United Kingdom",NA,1976,0,0,0,-98
"United Kingdom",NA,1977,0,0,0,-98
"United Kingdom",NA,1978,0,0,0,-98
"United Kingdom",NA,1979,0,0,0,-98
"United Kingdom",NA,1980,0,0,0,-98
"United Kingdom",NA,1981,0,0,0,-98
"United Kingdom",NA,1982,0,0,0,-98
"United Kingdom",NA,1983,0,0,0,-98
"United Kingdom",NA,1984,0,0,0,-98
"United Kingdom",NA,1985,0,0,0,-98
"United Kingdom",NA,1986,0,0,0,-98
"United Kingdom",NA,1987,0,0,0,-98
"United Kingdom",NA,1988,0,0,0,-98
"United Kingdom",NA,1989,0,0,0,-98
"United Kingdom",NA,1990,0,0,0,-98
"United Kingdom",NA,1991,0,0,0,-98
"United Kingdom",NA,1992,0,0,0,-98
"United Kingdom",NA,1993,0,0,0,-98
"United Kingdom",NA,1994,0,0,0,-98
"United Kingdom",NA,1995,0,0,0,-98
"United Kingdom",NA,1996,0,0,0,-98
"United Kingdom",NA,1997,0,0,0,-98
"United Kingdom",NA,1998,0,0,0,-98
"United Kingdom",NA,1999,0,0,0,-98
"United Kingdom",NA,2000,0,0,0,-98
"United Kingdom",NA,2001,0,0,0,-98
"United Kingdom",NA,2002,0,0,0,-98
"United Kingdom",NA,2003,0,0,0,-98
"United Kingdom",NA,2004,0,0,0,-98
"United Kingdom",NA,2005,0,0,0,-98
"United Kingdom",NA,2006,0,0,0,-98
"United Kingdom",NA,2007,0,0,0,-98
"United Kingdom",NA,2008,0,0,0,-98
"United Kingdom",NA,2009,0,0,0,-98
"United Kingdom",NA,2010,0,0,0,-98
"United Kingdom",NA,2011,0,0,0,-98
"United Kingdom",NA,2012,0,0,0,-98
"United Kingdom",NA,2013,0,0,0,-98
"United Kingdom",NA,2014,0,0,0,-98
"United Kingdom",NA,2015,37,33,4,0.9
"United Kingdom",NA,2016,37,33,4,0.9
"United Kingdom",NA,2017,37,33,4,0.9
"United Kingdom",NA,2018,37,33,4,0.9
"United Kingdom",NA,2019,37,33,4,0.9
"United Kingdom",NA,2020,37,33,4,0.9
"United Kingdom",NA,2021,37,33,4,0.9
"United Kingdom",NA,2022,37,33,4,0.9
"United Kingdom",NA,2023,37,33,4,0.9
"United Kingdom",NA,2024,37,33,4,0.9
