"product","Year","Ships_launched","Ships_weight","Steam_and_electric_engine","Rail_cars_and_electric_locomotives","Carriages_and_trailers","Mail_luggage_vans_and_carriages","Passenger_cars","Other","avg_ship_weight","pop"
"avg_ship_weight_pop",1861,216,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avg_ship_weight_pop",1862,215,25271,NA,NA,NA,NA,NA,NA,11754,0.8
"avg_ship_weight_pop",1863,285,37462,NA,NA,NA,NA,NA,NA,13144.6,0.9
"avg_ship_weight_pop",1864,266,38395,NA,NA,NA,NA,NA,NA,14434.2,1
"avg_ship_weight_pop",1865,907,58140,NA,NA,NA,NA,NA,NA,6410.1,0.4
"avg_ship_weight_pop",1866,675,59522,NA,NA,NA,NA,NA,NA,8818.1,0.6
"avg_ship_weight_pop",1867,642,72257,NA,NA,NA,NA,NA,NA,11255,0.8
"avg_ship_weight_pop",1868,703,86954,NA,NA,NA,NA,NA,NA,12369,0.8
"avg_ship_weight_pop",1869,683,96010,NA,NA,NA,NA,NA,NA,14057.1,1
"avg_ship_weight_pop",1870,724,90693,NA,NA,NA,NA,NA,NA,12526.7,0.9
"avg_ship_weight_pop",1871,803,65672,NA,NA,NA,NA,NA,NA,8178.3,0.6
"avg_ship_weight_pop",1872,700,60765,NA,NA,NA,NA,NA,NA,8680.7,0.6
"avg_ship_weight_pop",1873,637,62267,NA,NA,NA,NA,NA,NA,9775,0.7
"avg_ship_weight_pop",1874,413,81291,NA,NA,NA,NA,NA,NA,19683.1,1.3
"avg_ship_weight_pop",1875,337,87691,NA,NA,NA,NA,NA,NA,26021.1,1.8
"avg_ship_weight_pop",1876,312,70022,NA,NA,NA,NA,NA,NA,22442.9,1.5
"avg_ship_weight_pop",1877,286,39287,NA,NA,NA,NA,NA,NA,13736.7,0.9
"avg_ship_weight_pop",1878,221,29365,NA,NA,NA,NA,NA,NA,13287.3,0.9
"avg_ship_weight_pop",1879,269,21213,NA,NA,NA,NA,NA,NA,7885.9,0.5
"avg_ship_weight_pop",1880,263,14526,NA,NA,NA,NA,NA,NA,5523.2,0.4
"avg_ship_weight_pop",1881,228,11356,NA,NA,NA,NA,NA,NA,4980.7,0.3
"avg_ship_weight_pop",1882,233,17809,NA,NA,NA,NA,NA,NA,7643.3,0.5
"avg_ship_weight_pop",1883,154,15080,NA,NA,NA,NA,NA,NA,9792.2,0.7
"avg_ship_weight_pop",1884,154,15781,NA,NA,NA,NA,NA,NA,10247.4,0.7
"avg_ship_weight_pop",1885,197,9945,NA,NA,NA,NA,NA,NA,5048.2,0.3
"avg_ship_weight_pop",1886,193,11421,NA,NA,NA,NA,NA,NA,5917.6,0.4
"avg_ship_weight_pop",1887,167,5191,NA,NA,NA,NA,NA,NA,3108.4,0.2
"avg_ship_weight_pop",1888,277,5960,NA,NA,NA,NA,NA,NA,2151.6,0.1
"avg_ship_weight_pop",1889,354,11615,NA,NA,NA,NA,NA,NA,3281.1,0.2
"avg_ship_weight_pop",1890,357,26774,NA,NA,NA,NA,NA,NA,7499.7,0.5
"avg_ship_weight_pop",1891,353,29784,NA,NA,NA,NA,NA,NA,8437.4,0.6
"avg_ship_weight_pop",1892,278,17599,NA,NA,NA,NA,NA,NA,6330.6,0.4
"avg_ship_weight_pop",1893,286,15501,NA,NA,NA,NA,NA,NA,5419.9,0.4
"avg_ship_weight_pop",1894,219,7935,NA,NA,NA,NA,NA,NA,3623.3,0.2
"avg_ship_weight_pop",1895,248,6503,NA,NA,NA,NA,NA,NA,2622.2,0.2
"avg_ship_weight_pop",1896,183,6606,NA,NA,NA,NA,NA,NA,3609.8,0.2
"avg_ship_weight_pop",1897,161,11458,NA,NA,NA,NA,NA,NA,7116.8,0.5
"avg_ship_weight_pop",1898,163,19478,NA,NA,NA,NA,NA,NA,11949.7,0.8
"avg_ship_weight_pop",1899,188,33802,NA,NA,NA,NA,NA,NA,17979.8,1.2
"avg_ship_weight_pop",1900,188,51476,NA,NA,NA,NA,NA,NA,27380.9,1.9
"avg_ship_weight_pop",1901,154,44328,NA,NA,NA,NA,NA,NA,28784.4,2
"avg_ship_weight_pop",1902,152,37827,NA,NA,NA,NA,NA,NA,24886.2,1.7
"avg_ship_weight_pop",1903,246,44453,NA,NA,NA,NA,NA,NA,18070.3,1.2
"avg_ship_weight_pop",1904,185,21706,NA,NA,NA,NA,NA,NA,11733,0.8
"avg_ship_weight_pop",1905,191,35702,76,NA,264,822,NA,NA,18692.1,1.3
"avg_ship_weight_pop",1906,244,23771,363,11,527,5217,NA,NA,9742.2,0.7
"avg_ship_weight_pop",1907,286,36433,475,84,563,9354,NA,NA,12738.8,0.9
"avg_ship_weight_pop",1908,238,34728,460,NA,745,8872,NA,NA,14591.6,1
"avg_ship_weight_pop",1909,200,34575,370,NA,656,6296,NA,NA,17287.5,1.2
"avg_ship_weight_pop",1910,227,28392,249,NA,301,4873,NA,NA,12507.5,0.9
"avg_ship_weight_pop",1911,202,24034,246,NA,265,5307,NA,NA,11898,0.8
"avg_ship_weight_pop",1912,192,30232,235,NA,368,5653,NA,NA,15745.8,1.1
"avg_ship_weight_pop",1913,208,59915,210,NA,316,4942,NA,NA,28805.3,2
"avg_ship_weight_pop",1914,168,45024,153,NA,23,2769,NA,NA,26800,1.8
"avg_ship_weight_pop",1915,84,24329,153,NA,213,2769,NA,NA,28963.1,2
"avg_ship_weight_pop",1916,10,77341,45,NA,157,1729,NA,NA,773410,52.6
"avg_ship_weight_pop",1917,8,37260,160,NA,76,1855,NA,NA,465750,31.7
"avg_ship_weight_pop",1918,13,59864,30,NA,6,2310,NA,NA,460492.3,31.3
"avg_ship_weight_pop",1919,17,92900,268,NA,12,7410,NA,NA,546470.6,37.2
"avg_ship_weight_pop",1920,15,78640,249,NA,71,7794,NA,NA,524266.7,35.7
"avg_ship_weight_pop",1921,31,143193,261,NA,343,2741,NA,NA,461912.9,31.4
"avg_ship_weight_pop",1922,17,85834,292,NA,473,1496,NA,NA,504905.9,34.4
"avg_ship_weight_pop",1923,16,60000,220,NA,191,471,NA,NA,375000,25.5
"avg_ship_weight_pop",1924,15,74000,116,NA,NA,212,NA,NA,493333.3,33.6
"avg_ship_weight_pop",1925,22,126000,44,NA,96,1342,45800,3600,572727.3,39
"avg_ship_weight_pop",1926,148,250289,44,1,189,2367,60500,3300,169114.2,11.5
"avg_ship_weight_pop",1927,83,93519,96,3,219,3927,50700,3600,112673.5,7.7
"avg_ship_weight_pop",1928,68,66788,68,3,349,4373,53900,3700,98217.6,6.7
"avg_ship_weight_pop",1929,98,71834,116,1,265,1520,51900,3200,73300,5
"avg_ship_weight_pop",1930,126,96312,89,NA,99,1037,41900,4500,76438.1,5.2
"avg_ship_weight_pop",1931,129,167211,25,2,172,1668,25800,2600,129620.9,8.8
"avg_ship_weight_pop",1932,48,49302,57,27,251,746,26500,3100,102712.5,7
"avg_ship_weight_pop",1933,71,18852,3,38,164,72,38200,3500,26552.1,1.8
"avg_ship_weight_pop",1934,81,27363,45,61,33,47,41047,4355,33781.5,2.3
"avg_ship_weight_pop",1935,100,32240,114,45,12,144,41000,9493,32240,2.2
"avg_ship_weight_pop",1936,41,13914,76,107,9,162,36196,16948,33936.6,2.3
"avg_ship_weight_pop",1937,97,42220,83,176,35,79,61366,16342,43525.8,3
"avg_ship_weight_pop",1938,126,106243,113,227,271,1500,59000,11777,84319.8,5.7
"avg_ship_weight_pop",1939,96,135939,107,152,536,2432,55533,13301,141603.1,9.6
"avg_ship_weight_pop",1940,83,101555,69,208,401,1409,22252,25604,122355.4,8.3
"avg_ship_weight_pop",1941,57,108754,59,57,NA,3642,11021,27777,190796.5,13
"avg_ship_weight_pop",1942,86,84994,52,50,12,6325,9345,21062,98830.2,6.7
"avg_ship_weight_pop",1943,61,69049,15,41,3,4376,4014,17120,113195.1,7.7
"avg_ship_weight_pop",1944,49,18788,1,13,2,2091,1818,11963,38342.9,2.6
"avg_ship_weight_pop",1945,34,20835,NA,11,4,2350,2093,8197,61279.4,4.2
"avg_ship_weight_pop",1946,344,73851,2,10,10,4204,10989,17994,21468.3,1.5
"avg_ship_weight_pop",1947,357,66235,19,NA,27,6095,25375,17102,18553.2,1.3
"avg_ship_weight_pop",1948,295,115840,28,28,329,6830,43112,16295,39267.8,2.7
"avg_ship_weight_pop",1949,235,96793,66,19,563,3767,63808,22528,41188.5,2.8
"avg_ship_weight_pop",1950,224,113625,36,54,447,1539,99857,28555,50725.4,3.5
"avg_ship_weight_pop",1951,261,123514,4,88,199,NA,118287,29905,47323.4,3.2
"avg_ship_weight_pop",1952,247,152477,5,34,44,2,113567,24961,61731.6,4.2
"avg_ship_weight_pop",1953,239,269880,6,12,37,NA,143715,30827,112920.5,7.7
"avg_ship_weight_pop",1954,359,152672,11,1,1,18,180849,36089,42527,2.9
"avg_ship_weight_pop",1955,222,198243,54,34,2,43,230972,38409,89298.6,6.1
"avg_ship_weight_pop",1956,175,348206,43,51,180,345,279899,36103,198974.9,13.5
"avg_ship_weight_pop",1957,199,452524,30,55,114,465,318775,33570,227399,15.5
"avg_ship_weight_pop",1958,189,528486,23,89,106,3151,369374,34378,279622.2,19
"avg_ship_weight_pop",1959,197,495744,39,88,220,3150,470661,30222,251646.7,17.1
"avg_ship_weight_pop",1960,231,429774,89,61,217,3189,595907,48913,186049.4,12.7
"avg_ship_weight_pop",1961,261,329865,81,135,253,1865,693672,65744,126385.1,8.6
"avg_ship_weight_pop",1962,304,345685,93,89,213,1502,877811,68950,113712.2,7.7
"avg_ship_weight_pop",1963,284,494979,31,73,216,2639,1105291,75287,174288.4,11.9
"avg_ship_weight_pop",1964,267,365033,102,35,387,6821,1028930,61556,136716.5,9.3
"avg_ship_weight_pop",1965,266,458871,41,100,135,9340,1103932,71639,172507.9,11.7
"avg_ship_weight_pop",1966,282,435057,35,121,115,6714,1282418,83532,154275.5,10.5
"avg_ship_weight_pop",1967,78,482091,10,108,389,3477,1439211,103479,618065.4,42.1
"avg_ship_weight_pop",1968,80,500076,2,136,301,803,1544932,118716,625095,42.5
"avg_ship_weight_pop",1969,84,494983,NA,27,139,1988,1477366,118585,589265.5,40.1
"avg_ship_weight_pop",1970,87,622123,14,39,384,2629,1719715,134537,715083.9,48.7
"avg_ship_weight_pop",1971,85,875470,44,115,372,1457,1701064,115955,1029964.7,70.1
"avg_ship_weight_pop",1972,78,1145945,7,130,169,2000,1732379,107414,1469160.3,100
"avg_ship_weight_pop",1973,73,743725,34,42,334,1261,1825184,134661,1018801.4,69.3
"avg_ship_weight_pop",1974,78,1073291,28,65,348,548,1631282,141829,1376014.1,93.7
"avg_ship_weight_pop",1975,69,903088,2,89,230,554,1348544,110085,1308823.2,89.1
"avg_ship_weight_pop",1976,58,666490,38,128,236,1241,1471308,119369,1149120.7,78.2
"avg_ship_weight_pop",1977,67,699211,38,165,395,1901,1440478,143447,1043598.5,71
"avg_ship_weight_pop",1978,55,341334,62,162,369,1940,1508597,147566,620607.3,42.2
"avg_ship_weight_pop",1979,59,148969,52,77,247,1948,1480904,151385,252489.8,17.2
"avg_ship_weight_pop",1980,67,170852,25,161,361,1638,1445221,166635,255003,17.4
"avg_ship_weight_pop",1981,71,300908,NA,222,544,2085,1253582,182661,423814.1,28.8
"avg_ship_weight_pop",1982,53,282980,NA,125,622,1540,1296453,155688,533924.5,36.3
"avg_ship_weight_pop",1983,53,179819,NA,209,647,2293,1395439,179785,339281.1,23.1
"avg_ship_weight_pop",1984,39,351853,NA,255,903,3596,1438661,159662,902187.2,61.4
"avg_ship_weight_pop",1985,31,40086,NA,219,724,3656,1384225,184539,129309.7,8.8
"carriages_and_trailers_pop",1861,216,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carriages_and_trailers_pop",1862,215,25271,NA,NA,NA,NA,NA,NA,11754,NA
"carriages_and_trailers_pop",1863,285,37462,NA,NA,NA,NA,NA,NA,13144.6,NA
"carriages_and_trailers_pop",1864,266,38395,NA,NA,NA,NA,NA,NA,14434.2,NA
"carriages_and_trailers_pop",1865,907,58140,NA,NA,NA,NA,NA,NA,6410.1,NA
"carriages_and_trailers_pop",1866,675,59522,NA,NA,NA,NA,NA,NA,8818.1,NA
"carriages_and_trailers_pop",1867,642,72257,NA,NA,NA,NA,NA,NA,11255,NA
"carriages_and_trailers_pop",1868,703,86954,NA,NA,NA,NA,NA,NA,12369,NA
"carriages_and_trailers_pop",1869,683,96010,NA,NA,NA,NA,NA,NA,14057.1,NA
"carriages_and_trailers_pop",1870,724,90693,NA,NA,NA,NA,NA,NA,12526.7,NA
"carriages_and_trailers_pop",1871,803,65672,NA,NA,NA,NA,NA,NA,8178.3,NA
"carriages_and_trailers_pop",1872,700,60765,NA,NA,NA,NA,NA,NA,8680.7,NA
"carriages_and_trailers_pop",1873,637,62267,NA,NA,NA,NA,NA,NA,9775,NA
"carriages_and_trailers_pop",1874,413,81291,NA,NA,NA,NA,NA,NA,19683.1,NA
"carriages_and_trailers_pop",1875,337,87691,NA,NA,NA,NA,NA,NA,26021.1,NA
"carriages_and_trailers_pop",1876,312,70022,NA,NA,NA,NA,NA,NA,22442.9,NA
"carriages_and_trailers_pop",1877,286,39287,NA,NA,NA,NA,NA,NA,13736.7,NA
"carriages_and_trailers_pop",1878,221,29365,NA,NA,NA,NA,NA,NA,13287.3,NA
"carriages_and_trailers_pop",1879,269,21213,NA,NA,NA,NA,NA,NA,7885.9,NA
"carriages_and_trailers_pop",1880,263,14526,NA,NA,NA,NA,NA,NA,5523.2,NA
"carriages_and_trailers_pop",1881,228,11356,NA,NA,NA,NA,NA,NA,4980.7,NA
"carriages_and_trailers_pop",1882,233,17809,NA,NA,NA,NA,NA,NA,7643.3,NA
"carriages_and_trailers_pop",1883,154,15080,NA,NA,NA,NA,NA,NA,9792.2,NA
"carriages_and_trailers_pop",1884,154,15781,NA,NA,NA,NA,NA,NA,10247.4,NA
"carriages_and_trailers_pop",1885,197,9945,NA,NA,NA,NA,NA,NA,5048.2,NA
"carriages_and_trailers_pop",1886,193,11421,NA,NA,NA,NA,NA,NA,5917.6,NA
"carriages_and_trailers_pop",1887,167,5191,NA,NA,NA,NA,NA,NA,3108.4,NA
"carriages_and_trailers_pop",1888,277,5960,NA,NA,NA,NA,NA,NA,2151.6,NA
"carriages_and_trailers_pop",1889,354,11615,NA,NA,NA,NA,NA,NA,3281.1,NA
"carriages_and_trailers_pop",1890,357,26774,NA,NA,NA,NA,NA,NA,7499.7,NA
"carriages_and_trailers_pop",1891,353,29784,NA,NA,NA,NA,NA,NA,8437.4,NA
"carriages_and_trailers_pop",1892,278,17599,NA,NA,NA,NA,NA,NA,6330.6,NA
"carriages_and_trailers_pop",1893,286,15501,NA,NA,NA,NA,NA,NA,5419.9,NA
"carriages_and_trailers_pop",1894,219,7935,NA,NA,NA,NA,NA,NA,3623.3,NA
"carriages_and_trailers_pop",1895,248,6503,NA,NA,NA,NA,NA,NA,2622.2,NA
"carriages_and_trailers_pop",1896,183,6606,NA,NA,NA,NA,NA,NA,3609.8,NA
"carriages_and_trailers_pop",1897,161,11458,NA,NA,NA,NA,NA,NA,7116.8,NA
"carriages_and_trailers_pop",1898,163,19478,NA,NA,NA,NA,NA,NA,11949.7,NA
"carriages_and_trailers_pop",1899,188,33802,NA,NA,NA,NA,NA,NA,17979.8,NA
"carriages_and_trailers_pop",1900,188,51476,NA,NA,NA,NA,NA,NA,27380.9,NA
"carriages_and_trailers_pop",1901,154,44328,NA,NA,NA,NA,NA,NA,28784.4,NA
"carriages_and_trailers_pop",1902,152,37827,NA,NA,NA,NA,NA,NA,24886.2,NA
"carriages_and_trailers_pop",1903,246,44453,NA,NA,NA,NA,NA,NA,18070.3,NA
"carriages_and_trailers_pop",1904,185,21706,NA,NA,NA,NA,NA,NA,11733,NA
"carriages_and_trailers_pop",1905,191,35702,76,NA,264,822,NA,NA,18692.1,29.2
"carriages_and_trailers_pop",1906,244,23771,363,11,527,5217,NA,NA,9742.2,58.4
"carriages_and_trailers_pop",1907,286,36433,475,84,563,9354,NA,NA,12738.8,62.3
"carriages_and_trailers_pop",1908,238,34728,460,NA,745,8872,NA,NA,14591.6,82.5
"carriages_and_trailers_pop",1909,200,34575,370,NA,656,6296,NA,NA,17287.5,72.6
"carriages_and_trailers_pop",1910,227,28392,249,NA,301,4873,NA,NA,12507.5,33.3
"carriages_and_trailers_pop",1911,202,24034,246,NA,265,5307,NA,NA,11898,29.3
"carriages_and_trailers_pop",1912,192,30232,235,NA,368,5653,NA,NA,15745.8,40.8
"carriages_and_trailers_pop",1913,208,59915,210,NA,316,4942,NA,NA,28805.3,35
"carriages_and_trailers_pop",1914,168,45024,153,NA,23,2769,NA,NA,26800,2.5
"carriages_and_trailers_pop",1915,84,24329,153,NA,213,2769,NA,NA,28963.1,23.6
"carriages_and_trailers_pop",1916,10,77341,45,NA,157,1729,NA,NA,773410,17.4
"carriages_and_trailers_pop",1917,8,37260,160,NA,76,1855,NA,NA,465750,8.4
"carriages_and_trailers_pop",1918,13,59864,30,NA,6,2310,NA,NA,460492.3,0.7
"carriages_and_trailers_pop",1919,17,92900,268,NA,12,7410,NA,NA,546470.6,1.3
"carriages_and_trailers_pop",1920,15,78640,249,NA,71,7794,NA,NA,524266.7,7.9
"carriages_and_trailers_pop",1921,31,143193,261,NA,343,2741,NA,NA,461912.9,38
"carriages_and_trailers_pop",1922,17,85834,292,NA,473,1496,NA,NA,504905.9,52.4
"carriages_and_trailers_pop",1923,16,60000,220,NA,191,471,NA,NA,375000,21.2
"carriages_and_trailers_pop",1924,15,74000,116,NA,NA,212,NA,NA,493333.3,NA
"carriages_and_trailers_pop",1925,22,126000,44,NA,96,1342,45800,3600,572727.3,10.6
"carriages_and_trailers_pop",1926,148,250289,44,1,189,2367,60500,3300,169114.2,20.9
"carriages_and_trailers_pop",1927,83,93519,96,3,219,3927,50700,3600,112673.5,24.3
"carriages_and_trailers_pop",1928,68,66788,68,3,349,4373,53900,3700,98217.6,38.6
"carriages_and_trailers_pop",1929,98,71834,116,1,265,1520,51900,3200,73300,29.3
"carriages_and_trailers_pop",1930,126,96312,89,NA,99,1037,41900,4500,76438.1,11
"carriages_and_trailers_pop",1931,129,167211,25,2,172,1668,25800,2600,129620.9,19
"carriages_and_trailers_pop",1932,48,49302,57,27,251,746,26500,3100,102712.5,27.8
"carriages_and_trailers_pop",1933,71,18852,3,38,164,72,38200,3500,26552.1,18.2
"carriages_and_trailers_pop",1934,81,27363,45,61,33,47,41047,4355,33781.5,3.7
"carriages_and_trailers_pop",1935,100,32240,114,45,12,144,41000,9493,32240,1.3
"carriages_and_trailers_pop",1936,41,13914,76,107,9,162,36196,16948,33936.6,1
"carriages_and_trailers_pop",1937,97,42220,83,176,35,79,61366,16342,43525.8,3.9
"carriages_and_trailers_pop",1938,126,106243,113,227,271,1500,59000,11777,84319.8,30
"carriages_and_trailers_pop",1939,96,135939,107,152,536,2432,55533,13301,141603.1,59.4
"carriages_and_trailers_pop",1940,83,101555,69,208,401,1409,22252,25604,122355.4,44.4
"carriages_and_trailers_pop",1941,57,108754,59,57,NA,3642,11021,27777,190796.5,NA
"carriages_and_trailers_pop",1942,86,84994,52,50,12,6325,9345,21062,98830.2,1.3
"carriages_and_trailers_pop",1943,61,69049,15,41,3,4376,4014,17120,113195.1,0.3
"carriages_and_trailers_pop",1944,49,18788,1,13,2,2091,1818,11963,38342.9,0.2
"carriages_and_trailers_pop",1945,34,20835,NA,11,4,2350,2093,8197,61279.4,0.4
"carriages_and_trailers_pop",1946,344,73851,2,10,10,4204,10989,17994,21468.3,1.1
"carriages_and_trailers_pop",1947,357,66235,19,NA,27,6095,25375,17102,18553.2,3
"carriages_and_trailers_pop",1948,295,115840,28,28,329,6830,43112,16295,39267.8,36.4
"carriages_and_trailers_pop",1949,235,96793,66,19,563,3767,63808,22528,41188.5,62.3
"carriages_and_trailers_pop",1950,224,113625,36,54,447,1539,99857,28555,50725.4,49.5
"carriages_and_trailers_pop",1951,261,123514,4,88,199,NA,118287,29905,47323.4,22
"carriages_and_trailers_pop",1952,247,152477,5,34,44,2,113567,24961,61731.6,4.9
"carriages_and_trailers_pop",1953,239,269880,6,12,37,NA,143715,30827,112920.5,4.1
"carriages_and_trailers_pop",1954,359,152672,11,1,1,18,180849,36089,42527,0.1
"carriages_and_trailers_pop",1955,222,198243,54,34,2,43,230972,38409,89298.6,0.2
"carriages_and_trailers_pop",1956,175,348206,43,51,180,345,279899,36103,198974.9,19.9
"carriages_and_trailers_pop",1957,199,452524,30,55,114,465,318775,33570,227399,12.6
"carriages_and_trailers_pop",1958,189,528486,23,89,106,3151,369374,34378,279622.2,11.7
"carriages_and_trailers_pop",1959,197,495744,39,88,220,3150,470661,30222,251646.7,24.4
"carriages_and_trailers_pop",1960,231,429774,89,61,217,3189,595907,48913,186049.4,24
"carriages_and_trailers_pop",1961,261,329865,81,135,253,1865,693672,65744,126385.1,28
"carriages_and_trailers_pop",1962,304,345685,93,89,213,1502,877811,68950,113712.2,23.6
"carriages_and_trailers_pop",1963,284,494979,31,73,216,2639,1105291,75287,174288.4,23.9
"carriages_and_trailers_pop",1964,267,365033,102,35,387,6821,1028930,61556,136716.5,42.9
"carriages_and_trailers_pop",1965,266,458871,41,100,135,9340,1103932,71639,172507.9,15
"carriages_and_trailers_pop",1966,282,435057,35,121,115,6714,1282418,83532,154275.5,12.7
"carriages_and_trailers_pop",1967,78,482091,10,108,389,3477,1439211,103479,618065.4,43.1
"carriages_and_trailers_pop",1968,80,500076,2,136,301,803,1544932,118716,625095,33.3
"carriages_and_trailers_pop",1969,84,494983,NA,27,139,1988,1477366,118585,589265.5,15.4
"carriages_and_trailers_pop",1970,87,622123,14,39,384,2629,1719715,134537,715083.9,42.5
"carriages_and_trailers_pop",1971,85,875470,44,115,372,1457,1701064,115955,1029964.7,41.2
"carriages_and_trailers_pop",1972,78,1145945,7,130,169,2000,1732379,107414,1469160.3,18.7
"carriages_and_trailers_pop",1973,73,743725,34,42,334,1261,1825184,134661,1018801.4,37
"carriages_and_trailers_pop",1974,78,1073291,28,65,348,548,1631282,141829,1376014.1,38.5
"carriages_and_trailers_pop",1975,69,903088,2,89,230,554,1348544,110085,1308823.2,25.5
"carriages_and_trailers_pop",1976,58,666490,38,128,236,1241,1471308,119369,1149120.7,26.1
"carriages_and_trailers_pop",1977,67,699211,38,165,395,1901,1440478,143447,1043598.5,43.7
"carriages_and_trailers_pop",1978,55,341334,62,162,369,1940,1508597,147566,620607.3,40.9
"carriages_and_trailers_pop",1979,59,148969,52,77,247,1948,1480904,151385,252489.8,27.4
"carriages_and_trailers_pop",1980,67,170852,25,161,361,1638,1445221,166635,255003,40
"carriages_and_trailers_pop",1981,71,300908,NA,222,544,2085,1253582,182661,423814.1,60.2
"carriages_and_trailers_pop",1982,53,282980,NA,125,622,1540,1296453,155688,533924.5,68.9
"carriages_and_trailers_pop",1983,53,179819,NA,209,647,2293,1395439,179785,339281.1,71.7
"carriages_and_trailers_pop",1984,39,351853,NA,255,903,3596,1438661,159662,902187.2,100
"carriages_and_trailers_pop",1985,31,40086,NA,219,724,3656,1384225,184539,129309.7,80.2
"mail_luggage_vans_and_carriages_pop",1861,216,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mail_luggage_vans_and_carriages_pop",1862,215,25271,NA,NA,NA,NA,NA,NA,11754,NA
"mail_luggage_vans_and_carriages_pop",1863,285,37462,NA,NA,NA,NA,NA,NA,13144.6,NA
"mail_luggage_vans_and_carriages_pop",1864,266,38395,NA,NA,NA,NA,NA,NA,14434.2,NA
"mail_luggage_vans_and_carriages_pop",1865,907,58140,NA,NA,NA,NA,NA,NA,6410.1,NA
"mail_luggage_vans_and_carriages_pop",1866,675,59522,NA,NA,NA,NA,NA,NA,8818.1,NA
"mail_luggage_vans_and_carriages_pop",1867,642,72257,NA,NA,NA,NA,NA,NA,11255,NA
"mail_luggage_vans_and_carriages_pop",1868,703,86954,NA,NA,NA,NA,NA,NA,12369,NA
"mail_luggage_vans_and_carriages_pop",1869,683,96010,NA,NA,NA,NA,NA,NA,14057.1,NA
"mail_luggage_vans_and_carriages_pop",1870,724,90693,NA,NA,NA,NA,NA,NA,12526.7,NA
"mail_luggage_vans_and_carriages_pop",1871,803,65672,NA,NA,NA,NA,NA,NA,8178.3,NA
"mail_luggage_vans_and_carriages_pop",1872,700,60765,NA,NA,NA,NA,NA,NA,8680.7,NA
"mail_luggage_vans_and_carriages_pop",1873,637,62267,NA,NA,NA,NA,NA,NA,9775,NA
"mail_luggage_vans_and_carriages_pop",1874,413,81291,NA,NA,NA,NA,NA,NA,19683.1,NA
"mail_luggage_vans_and_carriages_pop",1875,337,87691,NA,NA,NA,NA,NA,NA,26021.1,NA
"mail_luggage_vans_and_carriages_pop",1876,312,70022,NA,NA,NA,NA,NA,NA,22442.9,NA
"mail_luggage_vans_and_carriages_pop",1877,286,39287,NA,NA,NA,NA,NA,NA,13736.7,NA
"mail_luggage_vans_and_carriages_pop",1878,221,29365,NA,NA,NA,NA,NA,NA,13287.3,NA
"mail_luggage_vans_and_carriages_pop",1879,269,21213,NA,NA,NA,NA,NA,NA,7885.9,NA
"mail_luggage_vans_and_carriages_pop",1880,263,14526,NA,NA,NA,NA,NA,NA,5523.2,NA
"mail_luggage_vans_and_carriages_pop",1881,228,11356,NA,NA,NA,NA,NA,NA,4980.7,NA
"mail_luggage_vans_and_carriages_pop",1882,233,17809,NA,NA,NA,NA,NA,NA,7643.3,NA
"mail_luggage_vans_and_carriages_pop",1883,154,15080,NA,NA,NA,NA,NA,NA,9792.2,NA
"mail_luggage_vans_and_carriages_pop",1884,154,15781,NA,NA,NA,NA,NA,NA,10247.4,NA
"mail_luggage_vans_and_carriages_pop",1885,197,9945,NA,NA,NA,NA,NA,NA,5048.2,NA
"mail_luggage_vans_and_carriages_pop",1886,193,11421,NA,NA,NA,NA,NA,NA,5917.6,NA
"mail_luggage_vans_and_carriages_pop",1887,167,5191,NA,NA,NA,NA,NA,NA,3108.4,NA
"mail_luggage_vans_and_carriages_pop",1888,277,5960,NA,NA,NA,NA,NA,NA,2151.6,NA
"mail_luggage_vans_and_carriages_pop",1889,354,11615,NA,NA,NA,NA,NA,NA,3281.1,NA
"mail_luggage_vans_and_carriages_pop",1890,357,26774,NA,NA,NA,NA,NA,NA,7499.7,NA
"mail_luggage_vans_and_carriages_pop",1891,353,29784,NA,NA,NA,NA,NA,NA,8437.4,NA
"mail_luggage_vans_and_carriages_pop",1892,278,17599,NA,NA,NA,NA,NA,NA,6330.6,NA
"mail_luggage_vans_and_carriages_pop",1893,286,15501,NA,NA,NA,NA,NA,NA,5419.9,NA
"mail_luggage_vans_and_carriages_pop",1894,219,7935,NA,NA,NA,NA,NA,NA,3623.3,NA
"mail_luggage_vans_and_carriages_pop",1895,248,6503,NA,NA,NA,NA,NA,NA,2622.2,NA
"mail_luggage_vans_and_carriages_pop",1896,183,6606,NA,NA,NA,NA,NA,NA,3609.8,NA
"mail_luggage_vans_and_carriages_pop",1897,161,11458,NA,NA,NA,NA,NA,NA,7116.8,NA
"mail_luggage_vans_and_carriages_pop",1898,163,19478,NA,NA,NA,NA,NA,NA,11949.7,NA
"mail_luggage_vans_and_carriages_pop",1899,188,33802,NA,NA,NA,NA,NA,NA,17979.8,NA
"mail_luggage_vans_and_carriages_pop",1900,188,51476,NA,NA,NA,NA,NA,NA,27380.9,NA
"mail_luggage_vans_and_carriages_pop",1901,154,44328,NA,NA,NA,NA,NA,NA,28784.4,NA
"mail_luggage_vans_and_carriages_pop",1902,152,37827,NA,NA,NA,NA,NA,NA,24886.2,NA
"mail_luggage_vans_and_carriages_pop",1903,246,44453,NA,NA,NA,NA,NA,NA,18070.3,NA
